Calendar year,State/territory,School sector,School level,Student-teacher ratio
2009,Victoria,Independent,Primary,12.7
2009,Victoria,Independent,Secondary,9.9
2009,Victoria,Independent,All,10.8
2009,Victoria,All non-government,Primary,15.1
2009,Victoria,All non-government,Secondary,11.2
2009,Victoria,All non-government,All,12.8
2009,Victoria,All,Primary,15.5
2009,Victoria,All,Secondary,11.6
2009,Victoria,All,All,13.4
2009,Queensland,Government,Primary,15.4
2009,Queensland,Government,Secondary,12.7
2009,Queensland,Government,All,14.3
2009,Queensland,Catholic,Primary,18.3
2009,Queensland,Catholic,Secondary,12.7
2009,Queensland,Catholic,All,15.5
2009,Queensland,Independent,Primary,16.9
2009,Queensland,Independent,Secondary,11.8
2009,Queensland,Independent,All,13.9
2009,Queensland,All non-government,Primary,17.7
2009,Queensland,All non-government,Secondary,12.2
2009,Queensland,All non-government,All,14.7
2009,Queensland,All,Primary,16.0
2009,Queensland,All,Secondary,12.5
2009,Queensland,All,All,14.4
2009,South Australia,Government,Primary,15.4
2009,South Australia,Government,Secondary,12.9
2009,South Australia,Government,All,14.4
2009,South Australia,Catholic,Primary,17.1
2009,South Australia,Catholic,Secondary,12.2
2009,South Australia,Catholic,All,14.7
2009,South Australia,Independent,Primary,15.7
2009,South Australia,Independent,Secondary,11.3
2009,South Australia,Independent,All,13.4
2009,South Australia,All non-government,Primary,16.4
2009,South Australia,All non-government,Secondary,11.7
2009,South Australia,All non-government,All,14.0
2009,South Australia,All,Primary,15.7
2009,South Australia,All,Secondary,12.4
2009,South Australia,All,All,14.2
2009,Western Australia,Government,Primary,15.2
2009,Western Australia,Government,Secondary,11.7
2009,Western Australia,Government,All,13.8
2009,Western Australia,Catholic,Primary,17.7
2009,Western Australia,Catholic,Secondary,12.8
2009,Western Australia,Catholic,All,15.2
2009,Western Australia,Independent,Primary,15.7
2009,Western Australia,Independent,Secondary,10.9
2009,Western Australia,Independent,All,12.7
2009,Western Australia,All non-government,Primary,16.8
2009,Western Australia,All non-government,Secondary,11.7
2009,Western Australia,All non-government,All,13.9
2009,Western Australia,All,Primary,15.7
2009,Western Australia,All,Secondary,11.7
2009,Western Australia,All,All,13.8
2009,Tasmania,Government,Primary,14.8
2009,Tasmania,Government,Secondary,12.9
2009,Tasmania,Government,All,13.9
2009,Tasmania,Catholic,Primary,18.6
2009,Tasmania,Catholic,Secondary,13.4
2009,Tasmania,Catholic,All,15.7
2009,Tasmania,Independent,Primary,12.7
2009,Tasmania,Independent,Secondary,10.4
2009,Tasmania,Independent,All,11.2
2009,Tasmania,All non-government,Primary,16.0
2009,Tasmania,All non-government,Secondary,11.9
2009,Tasmania,All non-government,All,13.6
2009,Tasmania,All,Primary,15.1
2009,Tasmania,All,Secondary,12.6
2009,Tasmania,All,All,13.8
2009,Northern Territory,Government,Primary,12.1
2009,Northern Territory,Government,Secondary,10.6
2009,Northern Territory,Government,All,11.5
2009,Northern Territory,Catholic,Primary,15.1
2009,Northern Territory,Catholic,Secondary,11.2
2009,Northern Territory,Catholic,All,13.3
2009,Northern Territory,Independent,Primary,16.1
2009,Northern Territory,Independent,Secondary,10.0
2009,Northern Territory,Independent,All,11.9
2009,Northern Territory,All non-government,Primary,15.5
2009,Northern Territory,All non-government,Secondary,10.5
2009,Northern Territory,All non-government,All,12.5
2009,Northern Territory,All,Primary,12.8
2009,Northern Territory,All,Secondary,10.5
2009,Northern Territory,All,All,11.8
2009,Australian Capital Territory,Government,Primary,13.9
2009,Australian Capital Territory,Government,Secondary,11.6
2009,Australian Capital Territory,Government,All,12.7
2009,Australian Capital Territory,Catholic,Primary,18.6
2009,Australian Capital Territory,Catholic,Secondary,14.0
2009,Australian Capital Territory,Catholic,All,16.0
2009,Australian Capital Territory,Independent,Primary,14.1
2009,Australian Capital Territory,Independent,Secondary,11.4
2009,Australian Capital Territory,Independent,All,12.5
2009,Australian Capital Territory,All non-government,Primary,17.0
2009,Australian Capital Territory,All non-government,Secondary,13.0
2009,Australian Capital Territory,All non-government,All,14.7
2009,Australian Capital Territory,All,Primary,15.0
2009,Australian Capital Territory,All,Secondary,12.2
2009,Australian Capital Territory,All,All,13.5
2009,Australia,Government,Primary,15.5
2009,Australia,Government,Secondary,12.3
2009,Australia,Government,All,14.0
2009,Australia,Catholic,Primary,17.6
2009,Australia,Catholic,Secondary,12.8
2009,Australia,Catholic,All,15.1
2009,Australia,Independent,Primary,14.8
2009,Australia,Independent,Secondary,10.6
2009,Australia,Independent,All,12.2
2009,Australia,All non-government,Primary,16.5
2009,Australia,All non-government,Secondary,11.7
2009,Australia,All non-government,All,13.7
2009,Australia,All,Primary,15.8
2009,Australia,All,Secondary,12.0
2009,Australia,All,All,13.9
2008,New South Wales,Government,Primary,15.9
2008,New South Wales,Government,Secondary,12.4
2008,New South Wales,Government,All,14.3
2008,New South Wales,Catholic,Primary,18.3
2008,New South Wales,Catholic,Secondary,12.9
2008,New South Wales,Catholic,All,15.2
2008,New South Wales,Independent,Primary,14.4
2008,New South Wales,Independent,Secondary,10.0
2008,New South Wales,Independent,All,11.7
2008,New South Wales,All non-government,Primary,16.8
2008,New South Wales,All non-government,Secondary,11.6
2008,New South Wales,All non-government,All,13.7
2008,New South Wales,All,Primary,16.2
2008,New South Wales,All,Secondary,12.1
2008,New South Wales,All,All,14.1
2008,Victoria,Government,Primary,15.7
2008,Victoria,Government,Secondary,11.8
2008,Victoria,Government,All,13.8
2008,Victoria,Catholic,Primary,16.4
2008,Victoria,Catholic,Secondary,12.6
2008,Victoria,Catholic,All,14.4
2008,Victoria,Independent,Primary,12.7
2008,Victoria,Independent,Secondary,9.9
2008,Victoria,Independent,All,10.8
2008,Victoria,All non-government,Primary,15.0
2008,Victoria,All non-government,Secondary,11.2
2008,Victoria,All non-government,All,12.7
2008,Victoria,All,Primary,15.5
2008,Victoria,All,Secondary,11.6
2008,Victoria,All,All,13.4
2008,Queensland,Government,Primary,15.5
2008,Queensland,Government,Secondary,12.8
2008,Queensland,Government,All,14.4
2008,Queensland,Catholic,Primary,18.0
2008,Queensland,Catholic,Secondary,12.8
2008,Queensland,Catholic,All,15.4
2008,Queensland,Independent,Primary,16.6
2008,Queensland,Independent,Secondary,11.6
2008,Queensland,Independent,All,13.6
2008,Queensland,All non-government,Primary,17.4
2008,Queensland,All non-government,Secondary,12.2
2008,Queensland,All non-government,All,14.6
2008,Queensland,All,Primary,16.0
2008,Queensland,All,Secondary,12.6
2008,Queensland,All,All,14.5
2008,South Australia,Government,Primary,15.4
2008,South Australia,Government,Secondary,12.6
2008,South Australia,Government,All,14.3
2008,South Australia,Catholic,Primary,16.9
2008,South Australia,Catholic,Secondary,12.4
2008,South Australia,Catholic,All,14.7
2008,South Australia,Independent,Primary,15.5
2008,South Australia,Independent,Secondary,11.1
2008,South Australia,Independent,All,13.1
2008,South Australia,All non-government,Primary,16.2
2008,South Australia,All non-government,Secondary,11.7
2008,South Australia,All non-government,All,13.9
2008,South Australia,All,Primary,15.7
2008,South Australia,All,Secondary,12.2
2008,South Australia,All,All,14.2
2008,Western Australia,Government,Primary,15.3
2008,Western Australia,Government,Secondary,11.7
2008,Western Australia,Government,All,13.8
2008,Western Australia,Catholic,Primary,18.2
2008,Western Australia,Catholic,Secondary,12.8
2008,Western Australia,Catholic,All,15.4
2008,Western Australia,Independent,Primary,15.4
2008,Western Australia,Independent,Secondary,10.9
2008,Western Australia,Independent,All,12.7
2008,Western Australia,All non-government,Primary,17.0
2008,Western Australia,All non-government,Secondary,11.8
2008,Western Australia,All non-government,All,14.0
2008,Western Australia,All,Primary,15.8
2008,Western Australia,All,Secondary,11.7
2008,Western Australia,All,All,13.9
2008,Tasmania,Government,Primary,15.5
2008,Tasmania,Government,Secondary,13.0
2008,Tasmania,Government,All,14.3
2008,Tasmania,Catholic,Primary,19.0
2008,Tasmania,Catholic,Secondary,13.3
2008,Tasmania,Catholic,All,15.8
2008,Tasmania,Independent,Primary,13.2
2008,Tasmania,Independent,Secondary,10.5
2008,Tasmania,Independent,All,11.5
2008,Tasmania,All non-government,Primary,16.5
2008,Tasmania,All non-government,Secondary,11.9
2008,Tasmania,All non-government,All,13.8
2008,Tasmania,All,Primary,15.8
2008,Tasmania,All,Secondary,12.7
2008,Tasmania,All,All,14.2
2008,Northern Territory,Government,Primary,12.2
2008,Northern Territory,Government,Secondary,12.9
2008,Northern Territory,Government,All,12.4
2008,Northern Territory,Catholic,Primary,15.6
2008,Northern Territory,Catholic,Secondary,12.5
2008,Northern Territory,Catholic,All,14.0
2008,Northern Territory,Independent,Primary,15.5
2008,Northern Territory,Independent,Secondary,10.5
2008,Northern Territory,Independent,All,12.2
2008,Northern Territory,All non-government,Primary,15.5
2008,Northern Territory,All non-government,Secondary,11.2
2008,Northern Territory,All non-government,All,13.0
2008,Northern Territory,All,Primary,12.8
2008,Northern Territory,All,Secondary,12.3
2008,Northern Territory,All,All,12.6
2008,Australian Capital Territory,Government,Primary,13.6
2008,Australian Capital Territory,Government,Secondary,12.1
2008,Australian Capital Territory,Government,All,12.9
2008,Australian Capital Territory,Catholic,Primary,18.6
2008,Australian Capital Territory,Catholic,Secondary,13.8
2008,Australian Capital Territory,Catholic,All,15.9
2008,Australian Capital Territory,Independent,Primary,14.8
2008,Australian Capital Territory,Independent,Secondary,11.4
2008,Australian Capital Territory,Independent,All,12.7
2008,Australian Capital Territory,All non-government,Primary,17.3
2008,Australian Capital Territory,All non-government,Secondary,12.9
2008,Australian Capital Territory,All non-government,All,14.7
2008,Australian Capital Territory,All,Primary,14.9
2008,Australian Capital Territory,All,Secondary,12.4
2008,Australian Capital Territory,All,All,13.6
2008,Australia,Government,Primary,15.6
2008,Australia,Government,Secondary,12.3
2008,Australia,Government,All,14.1
2008,Australia,Catholic,Primary,17.6
2008,Australia,Catholic,Secondary,12.8
2008,Australia,Catholic,All,15.0
2008,Australia,Independent,Primary,14.7
2008,Australia,Independent,Secondary,10.5
2008,Australia,Independent,All,12.0
2008,Australia,All non-government,Primary,16.4
2008,Australia,All non-government,Secondary,11.6
2008,Australia,All non-government,All,13.7
2008,Australia,All,Primary,15.8
2008,Australia,All,Secondary,12.0
2008,Australia,All,All,13.9
2007,New South Wales,Government,Primary,16.2
2007,New South Wales,Government,Secondary,12.5
2007,New South Wales,Government,All,14.4
2007,New South Wales,Catholic,Primary,18.4
2007,New South Wales,Catholic,Secondary,12.9
2007,New South Wales,Catholic,All,15.3
2007,New South Wales,Independent,Primary,14.4
2007,New South Wales,Independent,Secondary,10.1
2007,New South Wales,Independent,All,11.7
2007,New South Wales,All non-government,Primary,16.8
2007,New South Wales,All non-government,Secondary,11.7
2007,New South Wales,All non-government,All,13.8
2007,New South Wales,All,Primary,16.4
2007,New South Wales,All,Secondary,12.2
2007,New South Wales,All,All,14.2
2007,Victoria,Government,Primary,15.7
2007,Victoria,Government,Secondary,11.8
2007,Victoria,Government,All,13.8
2007,Victoria,Catholic,Primary,16.6
2007,Victoria,Catholic,Secondary,12.6
2007,Victoria,Catholic,All,14.5
2007,Victoria,Independent,Primary,12.7
2007,Victoria,Independent,Secondary,10.0
2007,Victoria,Independent,All,10.9
2007,Victoria,All non-government,Primary,15.2
2007,Victoria,All non-government,Secondary,11.3
2007,Victoria,All non-government,All,12.9
2007,Victoria,All,Primary,15.6
2007,Victoria,All,Secondary,11.6
2007,Victoria,All,All,13.4
2007,Queensland,Government,Primary,15.5
2007,Queensland,Government,Secondary,12.9
2007,Queensland,Government,All,14.5
2007,Queensland,Catholic,Primary,18.0
2007,Queensland,Catholic,Secondary,12.9
2007,Queensland,Catholic,All,15.5
2007,Queensland,Independent,Primary,16.6
2007,Queensland,Independent,Secondary,11.6
2007,Queensland,Independent,All,13.6
2007,Queensland,All non-government,Primary,17.4
2007,Queensland,All non-government,Secondary,12.2
2007,Queensland,All non-government,All,14.6
2007,Queensland,All,Primary,16.0
2007,Queensland,All,Secondary,12.7
2007,Queensland,All,All,14.5
2007,South Australia,Government,Primary,15.6
2007,South Australia,Government,Secondary,12.7
2007,South Australia,Government,All,14.4
2007,South Australia,Catholic,Primary,17.3
2007,South Australia,Catholic,Secondary,12.3
2007,South Australia,Catholic,All,14.9
2007,South Australia,Independent,Primary,15.6
2007,South Australia,Independent,Secondary,11.2
2007,South Australia,Independent,All,13.2
2007,South Australia,All non-government,Primary,16.5
2007,South Australia,All non-government,Secondary,11.7
2007,South Australia,All non-government,All,14.1
2007,South Australia,All,Primary,15.9
2007,South Australia,All,Secondary,12.3
2007,South Australia,All,All,14.3
2007,Western Australia,Government,Primary,15.3
2007,Western Australia,Government,Secondary,11.7
2007,Western Australia,Government,All,13.8
2007,Western Australia,Catholic,Primary,18.3
2007,Western Australia,Catholic,Secondary,12.9
2007,Western Australia,Catholic,All,15.6
2007,Western Australia,Independent,Primary,15.5
2007,Western Australia,Independent,Secondary,11.1
2007,Western Australia,Independent,All,12.8
2007,Western Australia,All non-government,Primary,17.1
2007,Western Australia,All non-government,Secondary,12.0
2007,Western Australia,All non-government,All,14.2
2007,Western Australia,All,Primary,15.8
2007,Western Australia,All,Secondary,11.8
2007,Western Australia,All,All,14.0
2007,Tasmania,Government,Primary,15.6
2007,Tasmania,Government,Secondary,13.1
2007,Tasmania,Government,All,14.4
2007,Tasmania,Catholic,Primary,19.0
2007,Tasmania,Catholic,Secondary,13.4
2007,Tasmania,Catholic,All,15.9
2007,Tasmania,Independent,Primary,13.3
2007,Tasmania,Independent,Secondary,10.7
2007,Tasmania,Independent,All,11.7
2007,Tasmania,All non-government,Primary,16.6
2007,Tasmania,All non-government,Secondary,12.1
2007,Tasmania,All non-government,All,13.9
2007,Tasmania,All,Primary,15.8
2007,Tasmania,All,Secondary,12.8
2007,Tasmania,All,All,14.3
2007,Northern Territory,Government,Primary,13.7
2007,Northern Territory,Government,Secondary,10.9
2007,Northern Territory,Government,All,12.7
2007,Northern Territory,Catholic,Primary,17.5
2007,Northern Territory,Catholic,Secondary,11.5
2007,Northern Territory,Catholic,All,14.8
2007,Northern Territory,Independent,Primary,16.4
2007,Northern Territory,Independent,Secondary,10.0
2007,Northern Territory,Independent,All,12.5
2007,Northern Territory,All non-government,Primary,17.0
2007,Northern Territory,All non-government,Secondary,10.6
2007,Northern Territory,All non-government,All,13.6
2007,Northern Territory,All,Primary,14.3
2007,Northern Territory,All,Secondary,10.8
2007,Northern Territory,All,All,12.9
2007,Australian Capital Territory,Government,Primary,13.6
2007,Australian Capital Territory,Government,Secondary,12.2
2007,Australian Capital Territory,Government,All,13.0
2007,Australian Capital Territory,Catholic,Primary,18.7
2007,Australian Capital Territory,Catholic,Secondary,13.9
2007,Australian Capital Territory,Catholic,All,16.0
2007,Australian Capital Territory,Independent,Primary,14.3
2007,Australian Capital Territory,Independent,Secondary,11.2
2007,Australian Capital Territory,Independent,All,12.3
2007,Australian Capital Territory,All non-government,Primary,17.3
2007,Australian Capital Territory,All non-government,Secondary,12.8
2007,Australian Capital Territory,All non-government,All,14.7
2007,Australian Capital Territory,All,Primary,14.8
2007,Australian Capital Territory,All,Secondary,12.5
2007,Australian Capital Territory,All,All,13.6
2007,Australia,Government,Primary,15.7
2007,Australia,Government,Secondary,12.3
2007,Australia,Government,All,14.2
2007,Australia,Catholic,Primary,17.8
2007,Australia,Catholic,Secondary,12.8
2007,Australia,Catholic,All,15.1
2007,Australia,Independent,Primary,14.7
2007,Australia,Independent,Secondary,10.5
2007,Australia,Independent,All,12.1
2007,Australia,All non-government,Primary,16.5
2007,Australia,All non-government,Secondary,11.7
2007,Australia,All non-government,All,13.8
2007,Australia,All,Primary,15.9
2007,Australia,All,Secondary,12.1
2007,Australia,All,All,14.0
2006,New South Wales,Government,Primary,16.2
2006,New South Wales,Government,Secondary,12.4
2006,New South Wales,Government,All,14.4
2006,New South Wales,Catholic,Primary,18.4
2006,New South Wales,Catholic,Secondary,13.0
2006,New South Wales,Catholic,All,15.3
2006,New South Wales,Independent,Primary,14.4
2006,New South Wales,Independent,Secondary,10.0
2006,New South Wales,Independent,All,11.7
2006,New South Wales,All non-government,Primary,16.9
2006,New South Wales,All non-government,Secondary,11.7
2006,New South Wales,All non-government,All,13.8
2006,New South Wales,All,Primary,16.4
2006,New South Wales,All,Secondary,12.1
2006,New South Wales,All,All,14.2
2006,Victoria,Government,Primary,15.9
2006,Victoria,Government,Secondary,11.9
2006,Victoria,Government,All,13.9
2006,Victoria,Catholic,Primary,17.2
2006,Victoria,Catholic,Secondary,12.9
2006,Victoria,Catholic,All,14.9
2006,Victoria,Independent,Primary,13.1
2006,Victoria,Independent,Secondary,10.2
2006,Victoria,Independent,All,11.1
2006,Victoria,All non-government,Primary,15.7
2006,Victoria,All non-government,Secondary,11.5
2006,Victoria,All non-government,All,13.2
2006,Victoria,All,Primary,15.8
2006,Victoria,All,Secondary,11.7
2006,Victoria,All,All,13.7
2006,Queensland,Government,Primary,15.5
2006,Queensland,Government,Secondary,13.0
2006,Queensland,Government,All,14.4
2006,Queensland,Catholic,Primary,16.7
2006,Queensland,Catholic,Secondary,13.0
2006,Queensland,Catholic,All,14.9
2006,Queensland,Independent,Primary,14.8
2006,Queensland,Independent,Secondary,12.0
2006,Queensland,Independent,All,13.1
2006,Queensland,All non-government,Primary,15.9
2006,Queensland,All non-government,Secondary,12.5
2006,Queensland,All non-government,All,14.0
2006,Queensland,All,Primary,15.6
2006,Queensland,All,Secondary,12.8
2006,Queensland,All,All,14.3
2006,South Australia,Government,Primary,15.7
2006,South Australia,Government,Secondary,12.5
2006,South Australia,Government,All,14.3
2006,South Australia,Catholic,Primary,17.0
2006,South Australia,Catholic,Secondary,12.4
2006,South Australia,Catholic,All,14.8
2006,South Australia,Independent,Primary,15.6
2006,South Australia,Independent,Secondary,11.2
2006,South Australia,Independent,All,13.3
2006,South Australia,All non-government,Primary,16.4
2006,South Australia,All non-government,Secondary,11.8
2006,South Australia,All non-government,All,14.1
2006,South Australia,All,Primary,15.9
2006,South Australia,All,Secondary,12.2
2006,South Australia,All,All,14.2
2006,Western Australia,Government,Primary,16.2
2006,Western Australia,Government,Secondary,12.5
2006,Western Australia,Government,All,14.7
2006,Western Australia,Catholic,Primary,18.2
2006,Western Australia,Catholic,Secondary,12.9
2006,Western Australia,Catholic,All,15.5
2006,Western Australia,Independent,Primary,15.4
2006,Western Australia,Independent,Secondary,11.2
2006,Western Australia,Independent,All,12.8
2006,Western Australia,All non-government,Primary,17.0
2006,Western Australia,All non-government,Secondary,12.0
2006,Western Australia,All non-government,All,14.2
2006,Western Australia,All,Primary,16.4
2006,Western Australia,All,Secondary,12.3
2006,Western Australia,All,All,14.5
2006,Tasmania,Government,Primary,15.8
2006,Tasmania,Government,Secondary,13.2
2006,Tasmania,Government,All,14.6
2006,Tasmania,Catholic,Primary,19.0
2006,Tasmania,Catholic,Secondary,13.7
2006,Tasmania,Catholic,All,16.1
2006,Tasmania,Independent,Primary,14.0
2006,Tasmania,Independent,Secondary,10.7
2006,Tasmania,Independent,All,11.9
2006,Tasmania,All non-government,Primary,17.0
2006,Tasmania,All non-government,Secondary,12.2
2006,Tasmania,All non-government,All,14.1
2006,Tasmania,All,Primary,16.1
2006,Tasmania,All,Secondary,12.8
2006,Tasmania,All,All,14.4
2006,Northern Territory,Government,Primary,13.3
2006,Northern Territory,Government,Secondary,11.2
2006,Northern Territory,Government,All,12.5
2006,Northern Territory,Catholic,Primary,17.4
2006,Northern Territory,Catholic,Secondary,11.2
2006,Northern Territory,Catholic,All,14.6
2006,Northern Territory,Independent,Primary,17.6
2006,Northern Territory,Independent,Secondary,10.0
2006,Northern Territory,Independent,All,12.8
2006,Northern Territory,All non-government,Primary,17.4
2006,Northern Territory,All non-government,Secondary,10.5
2006,Northern Territory,All non-government,All,13.7
2006,Northern Territory,All,Primary,14.0
2006,Northern Territory,All,Secondary,11.0
2006,Northern Territory,All,All,12.8
2006,Australian Capital Territory,Government,Primary,13.8
2006,Australian Capital Territory,Government,Secondary,11.9
2006,Australian Capital Territory,Government,All,12.8
2006,Australian Capital Territory,Catholic,Primary,18.9
2006,Australian Capital Territory,Catholic,Secondary,13.7
2006,Australian Capital Territory,Catholic,All,15.9
2006,Australian Capital Territory,Independent,Primary,14.6
2006,Australian Capital Territory,Independent,Secondary,11.4
2006,Australian Capital Territory,Independent,All,12.6
2006,Australian Capital Territory,All non-government,Primary,17.5
2006,Australian Capital Territory,All non-government,Secondary,12.8
2006,Australian Capital Territory,All non-government,All,14.7
2006,Australian Capital Territory,All,Primary,15.0
2006,Australian Capital Territory,All,Secondary,12.3
2006,Australian Capital Territory,All,All,13.6
2006,Australia,Government,Primary,15.8
2006,Australia,Government,Secondary,12.4
2006,Australia,Government,All,14.3
2006,Australia,Catholic,Primary,17.7
2006,Australia,Catholic,Secondary,12.9
2006,Australia,Catholic,All,15.1
2006,Australia,Independent,Primary,14.4
2006,Australia,Independent,Secondary,10.7
2006,Australia,Independent,All,12.1
2006,Australia,All non-government,Primary,16.4
2006,Australia,All non-government,Secondary,11.8
2006,Australia,All non-government,All,13.8
2006,Australia,All,Primary,16.0
2006,Australia,All,Secondary,12.2
2006,Australia,All,All,14.1
2005,New South Wales,Government,Primary,16.7
2005,New South Wales,Government,Secondary,12.4
2005,New South Wales,Government,All,14.6
2005,New South Wales,Catholic,Primary,18.4
2005,New South Wales,Catholic,Secondary,13.0
2005,New South Wales,Catholic,All,15.4
2005,New South Wales,Independent,Primary,14.9
2005,New South Wales,Independent,Secondary,10.2
2005,New South Wales,Independent,All,11.9
2005,New South Wales,All non-government,Primary,17.1
2005,New South Wales,All non-government,Secondary,11.8
2005,New South Wales,All non-government,All,14.0
2005,New South Wales,All,Primary,16.8
2005,New South Wales,All,Secondary,12.2
2005,New South Wales,All,All,14.4
2005,Victoria,Government,Primary,16.1
2005,Victoria,Government,Secondary,12.0
2005,Victoria,Government,All,14.1
2005,Victoria,Catholic,Primary,17.6
2005,Victoria,Catholic,Secondary,13.1
2005,Victoria,Catholic,All,15.2
2005,Victoria,Independent,Primary,13.2
2005,Victoria,Independent,Secondary,10.2
2005,Victoria,Independent,All,11.2
2005,Victoria,All non-government,Primary,16.0
2005,Victoria,All non-government,Secondary,11.6
2005,Victoria,All non-government,All,13.4
2005,Victoria,All,Primary,16.1
2005,Victoria,All,Secondary,11.9
2005,Victoria,All,All,13.9
2005,Queensland,Government,Primary,15.5
2005,Queensland,Government,Secondary,13.0
2005,Queensland,Government,All,14.5
2005,Queensland,Catholic,Primary,17.1
2005,Queensland,Catholic,Secondary,13.1
2005,Queensland,Catholic,All,15.1
2005,Queensland,Independent,Primary,15.1
2005,Queensland,Independent,Secondary,11.9
2005,Queensland,Independent,All,13.1
2005,Queensland,All non-government,Primary,16.3
2005,Queensland,All non-government,Secondary,12.5
2005,Queensland,All non-government,All,14.2
2005,Queensland,All,Primary,15.7
2005,Queensland,All,Secondary,12.8
2005,Queensland,All,All,14.4
2005,South Australia,Government,Primary,16.1
2005,South Australia,Government,Secondary,12.5
2005,South Australia,Government,All,14.6
2005,South Australia,Catholic,Primary,17.5
2005,South Australia,Catholic,Secondary,12.6
2005,South Australia,Catholic,All,15.1
2005,South Australia,Independent,Primary,15.5
2005,South Australia,Independent,Secondary,11.4
2005,South Australia,Independent,All,13.4
2005,South Australia,All non-government,Primary,16.6
2005,South Australia,All non-government,Secondary,12.0
2005,South Australia,All non-government,All,14.3
2005,South Australia,All,Primary,16.3
2005,South Australia,All,Secondary,12.3
2005,South Australia,All,All,14.5
2005,Western Australia,Government,Primary,16.3
2005,Western Australia,Government,Secondary,12.0
2005,Western Australia,Government,All,14.5
2005,Western Australia,Catholic,Primary,18.1
2005,Western Australia,Catholic,Secondary,13.0
2005,Western Australia,Catholic,All,15.5
2005,Western Australia,Independent,Primary,15.0
2005,Western Australia,Independent,Secondary,11.5
2005,Western Australia,Independent,All,12.9
2005,Western Australia,All non-government,Primary,16.8
2005,Western Australia,All non-government,Secondary,12.2
2005,Western Australia,All non-government,All,14.3
2005,Western Australia,All,Primary,16.4
2005,Western Australia,All,Secondary,12.1
2005,Western Australia,All,All,14.4
2005,Tasmania,Government,Primary,15.9
2005,Tasmania,Government,Secondary,13.2
2005,Tasmania,Government,All,14.7
2005,Tasmania,Catholic,Primary,19.1
2005,Tasmania,Catholic,Secondary,13.7
2005,Tasmania,Catholic,All,16.1
2005,Tasmania,Independent,Primary,13.6
2005,Tasmania,Independent,Secondary,10.9
2005,Tasmania,Independent,All,11.9
2005,Tasmania,All non-government,Primary,16.8
2005,Tasmania,All non-government,Secondary,12.3
2005,Tasmania,All non-government,All,14.2
2005,Tasmania,All,Primary,16.1
2005,Tasmania,All,Secondary,13.0
2005,Tasmania,All,All,14.5
2005,Northern Territory,Government,Primary,13.6
2005,Northern Territory,Government,Secondary,11.6
2005,Northern Territory,Government,All,12.9
2005,Northern Territory,Catholic,Primary,16.9
2005,Northern Territory,Catholic,Secondary,10.8
2005,Northern Territory,Catholic,All,14.3
2005,Northern Territory,Independent,Primary,16.4
2005,Northern Territory,Independent,Secondary,10.0
2005,Northern Territory,Independent,All,12.4
2005,Northern Territory,All non-government,Primary,16.7
2005,Northern Territory,All non-government,Secondary,10.3
2005,Northern Territory,All non-government,All,13.3
2005,Northern Territory,All,Primary,14.2
2005,Northern Territory,All,Secondary,11.2
2005,Northern Territory,All,All,13.0
2005,Australian Capital Territory,Government,Primary,13.8
2005,Australian Capital Territory,Government,Secondary,11.8
2005,Australian Capital Territory,Government,All,12.9
2005,Australian Capital Territory,Catholic,Primary,18.8
2005,Australian Capital Territory,Catholic,Secondary,13.9
2005,Australian Capital Territory,Catholic,All,16.0
2005,Australian Capital Territory,Independent,Primary,14.6
2005,Australian Capital Territory,Independent,Secondary,11.3
2005,Australian Capital Territory,Independent,All,12.6
2005,Australian Capital Territory,All non-government,Primary,17.5
2005,Australian Capital Territory,All non-government,Secondary,13.0
2005,Australian Capital Territory,All non-government,All,14.8
2005,Australian Capital Territory,All,Primary,15.0
2005,Australian Capital Territory,All,Secondary,12.3
2005,Australian Capital Territory,All,All,13.6
2005,Australia,Government,Primary,16.1
2005,Australia,Government,Secondary,12.4
2005,Australia,Government,All,14.4
2005,Australia,Catholic,Primary,17.9
2005,Australia,Catholic,Secondary,13.1
2005,Australia,Catholic,All,15.3
2005,Australia,Independent,Primary,14.6
2005,Australia,Independent,Secondary,10.7
2005,Australia,Independent,All,12.2
2005,Australia,All non-government,Primary,16.6
2005,Australia,All non-government,Secondary,11.9
2005,Australia,All non-government,All,13.9
2005,Australia,All,Primary,16.2
2005,Australia,All,Secondary,12.2
2005,Australia,All,All,14.2
2004,New South Wales,Government,Primary,17.0
2004,New South Wales,Government,Secondary,12.5
2004,New South Wales,Government,All,14.8
2004,New South Wales,Catholic,Primary,18.5
2004,New South Wales,Catholic,Secondary,13.1
2004,New South Wales,Catholic,All,15.5
2004,New South Wales,Independent,Primary,15.0
2004,New South Wales,Independent,Secondary,10.3
2004,New South Wales,Independent,All,12.1
2004,New South Wales,All non-government,Primary,17.2
2004,New South Wales,All non-government,Secondary,11.9
2004,New South Wales,All non-government,All,14.1
2004,New South Wales,All,Primary,17.1
2004,New South Wales,All,Secondary,12.3
2004,New South Wales,All,All,14.6
2004,Victoria,Government,Primary,16.2
2004,Victoria,Government,Secondary,12.1
2004,Victoria,Government,All,14.2
2004,Victoria,Catholic,Primary,18.0
2004,Victoria,Catholic,Secondary,13.0
2004,Victoria,Catholic,All,15.4
2004,Victoria,Independent,Primary,13.4
2004,Victoria,Independent,Secondary,10.4
2004,Victoria,Independent,All,11.4
2004,Victoria,All non-government,Primary,16.4
2004,Victoria,All non-government,Secondary,11.7
2004,Victoria,All non-government,All,13.6
2004,Victoria,All,Primary,16.3
